datetime,kind,title,text,url
2026-04-29 13:42,VIDEO,杀戮尖塔2—最感人的一次联机！双双复制卡组+吃大蘑菇！被看门狗血入100血翻盘！,,https://t.bilibili.com/1196590597529403395
2026-04-27 12:00,VIDEO,杀戮尖塔2—白夕五月录播合集,,https://t.bilibili.com/1195821983055478917
2026-04-26 18:00,VIDEO,杀戮尖塔2—瓦库遗物详解！瓦出不是区！大门扉版本最翻身之人！103版本攻略已略微过期,,https://t.bilibili.com/1195543776524763238
2026-04-24 13:26,VIDEO,杀戮尖塔2—测试版第五更！门扉大人又活了一个版本！风平浪静的一周！,,https://t.bilibili.com/1194730992609263621
2026-04-23 18:00,POST,,小狗cos兰韦德了 可能误食了根针线 先送医院看看 回来播[大哭],https://t.bilibili.com/1194430448032284704
2026-04-23 16:55,VIDEO,杀戮尖塔2—罕见飞鞋毒种！精妙的地图设计让猎豹无处可逃！,,https://t.bilibili.com/1194413800729608231
2026-04-21 15:24,VIDEO,杀戮尖塔2—大门扉时代各职业迎来大变？从极端把把洁到极端把把均！103版本攻略,,https://t.bilibili.com/1193648102552109089
2026-04-18 15:28,POST,,天才设计之：跳过键和打开设置sl的键是同一个esc[大笑][大笑] 昨天晚上连胜紫人诅咒金卡开局按esc想SL，导致相当于点了跳过白吃诅咒开的原因找到了[傲娇] 大家可以在连胜惨剧前自己改改设置,https://t.bilibili.com/1192535937907687429
2026-04-17 14:29,VIDEO,杀戮尖塔2—佩尔遗物详解！最不可不尝的克隆猴戏！099版本攻略已过期,,https://t.bilibili.com/1192149545487695892
2026-04-17 12:48,FORWARD,,[笑哭]悲报，今天测试版实装到正式版了，具体改动可以看看前几期视频， 战士：削弱加费和怨恨抽牌，巨幅加强易伤流 猎手：奇巧大幅削弱，杂技升蓝，出现数量少60%，运转不动基本要均卡防哈 储君：削弱辉光加费和星位序列，限制无限，大幅加强铸剑和白卡过渡池 巫妖：违逆削弱，需要抓复数张，预借时间重做，打法以均卡数值为主 机宝：电流相生，热修复削弱，火箭拳小加强,https://t.bilibili.com/1192123586710601729
2026-04-16 13:48,POST,,家附近停电了！6点来电！[笑哭] 晚上得晚点来了[脱单doge] 图图@w茶丸w,https://t.bilibili.com/1191767980598362135
2026-04-15 14:15,FORWARD,,可爱捏 [星星眼][星星眼][星星眼]谢谢豹白画的女鹅,https://t.bilibili.com/1191403934839734273
2026-04-14 13:53,POST,,"近期问的比较多的两个问题， 1.尖塔2sl后自动打开垂直同步导致游戏掉帧： 复制打开 %APPDATA%\SlayTheSpire2\steam\ 里面有一个文件夹是你 steam 的 ID 有个 settings.save 文件 用任意文本编辑器打开 图1 找到 ""vsync"" 行 本来应该是 off，改成 on 2.图2 联机时和队友不需要安装同mod也能启动的辅助工具，小黑盒自带 可爱图3感谢豹白@步行桔梗",https://t.bilibili.com/1191027047210680327
2026-04-12 14:36,VIDEO,杀戮尖塔2—为什么说预借时间加强了？预借时间教学局！打开思路的均卡之神！,,https://t.bilibili.com/1190296022295773193
2026-04-11 17:00,VIDEO,杀戮尖塔2—白夕四月录播合集,,https://t.bilibili.com/1189961972616003584
2026-04-11 13:07,FORWARD,,谢谢@又是另一个小号 画的女儿[大笑] 愉悦的表情对吗,https://t.bilibili.com/1189901916080963588
2026-04-11 12:00,VIDEO,杀戮尖塔2—欧洛巴斯遗物详解！把把幻想注能异虾的大眼睛！099版本攻略已过期,,https://t.bilibili.com/1189884731923103799
2026-04-10 13:42,VIDEO,杀戮尖塔2—测试版第四更！逆天杂技升蓝！门扉活下来了！设计思路为前期难度转移至后期！,,https://t.bilibili.com/1189539970615869463
2026-04-08 10:42,VIDEO,杀戮尖塔2—一层烧10种子毒种！安东尼幻想中的幽灵种子！猴戏遗物！,,https://t.bilibili.com/1188751272868577284
2026-04-07 12:13,VIDEO,卡厄思梦境—萌新该怎么培养角色？记忆碎片一分钟讲完！新手入坑攻略！,,https://t.bilibili.com/1188403840114753561
2026-04-05 17:00,VIDEO,杀戮尖塔2—典中典之跟病姐联机开dps检测开局飞溅女妖已成哀兵但三冰蛋跟踪化身跟踪狂卧薪尝胆哀兵必胜偷吃相信华丽一刀480逆袭成功！,,https://t.bilibili.com/1187735461538299906
2026-04-05 12:34,VIDEO,杀戮尖塔2—删牌死贵！大卡组王朝了！测试版第三次更新试水合集！,,https://t.bilibili.com/1187667115764613122
2026-04-03 16:09,VIDEO,杀戮尖塔2—测试版第三次更新！有啥必要继续加强门扉吗？预借时间重做！,,https://t.bilibili.com/1186980182974529538
2026-03-31 17:38,VIDEO,杀戮尖塔2—特兹卡塔拉遗物详解！一进二最爱的稻草人！099版本攻略已过期,,https://t.bilibili.com/1185889879790190612
2026-03-30 19:57,VIDEO,杀戮尖塔2—近期关于测试版与制作组谣言的再次澄清,,https://t.bilibili.com/1185554520125472804
2026-03-29 12:22,VIDEO,杀戮尖塔2—攻哈战之特有的捡垃圾吃然后变成爽种！,,https://t.bilibili.com/1185066276856266755
2026-03-28 16:47,VIDEO,卡厄思梦境—最保值！常驻池角色限伤70%依然T0！开服角色推荐！,,https://t.bilibili.com/1184763400004042804
2026-03-27 13:42,VIDEO,杀戮尖塔2—测试服第二次更新！点名感谢中国玩家的反馈！背包回调，门扉重做！最听劝的一集！,,https://t.bilibili.com/1184344636433367041
2026-03-26 12:39,VIDEO,杀戮尖塔2—重大发现！走问号甚至要跳过金币，要做的不止防摔！新塔学必修之事件池！,,https://t.bilibili.com/1183957324896665604
2026-03-24 20:21,FORWARD,,帮转,https://t.bilibili.com/1183334425765609481
2026-03-24 17:00,VIDEO,卡厄思梦境—玩法新颖的二次元杀戮尖塔！二游里罕见的可玩性！,,https://t.bilibili.com/1183282426566148149
2026-03-24 03:03,VIDEO,杀戮尖塔2—白夕3月末4月录播合集,,https://t.bilibili.com/1183066767724904457
2026-03-21 04:31,VIDEO,杀戮尖塔2—测试版体验合集,,https://t.bilibili.com/1181976279796154373
2026-03-20 14:01,VIDEO,杀戮尖塔2—测试版第一次更新就守护老冯？好卡全削怪物加强！评论区大大方方骂官方能看到！,,https://t.bilibili.com/1181752112536616963
2026-03-20 12:52,POST,,测试版的更新速览大概下午出，看到大伙都在攻击安东尼我就放心了[doge_金箍] 标题简介都起好了，要是大伙不骂我不就尬住了[呲牙],https://t.bilibili.com/1181734219739561984
2026-03-18 14:32,FORWARD,,[doge_金箍]最近好多人问录播在哪，最近的连胜录播基本都在这里更新,https://t.bilibili.com/1181017840670474257
2026-03-18 12:00,VIDEO,杀戮尖塔2—转发给你的兄弟，尖塔联机不是谁胡了就结束了！,,https://t.bilibili.com/1180978644802076761
2026-03-16 18:53,VIDEO,杀戮尖塔2—牌序塔学还没死透！药水掉率比一代更高！从塔1到塔2大变的塔学知识！,,https://t.bilibili.com/1180342938058620937
2026-03-16 10:11,FORWARD,,怪还原的[大笑],https://t.bilibili.com/1180208320909148162
2026-03-16 02:27,VIDEO,杀戮尖塔2—先行杯竞速合集！,,https://t.bilibili.com/1180088946625871876
2026-03-13 11:22,VIDEO,杀戮尖塔2—目前最快！11:52储君A10速通！放出这局害了多少萌新走上铸剑的歪路！,,https://t.bilibili.com/1179113572440997897
2026-03-12 12:00,VIDEO,杀戮尖塔2—10分速通亡灵契约师！40张卡学会骨掌祭契人！抛弃灾厄流召唤流之名！099版本攻略已过期,,https://t.bilibili.com/1178752129457717253
2026-03-12 10:58,FORWARD,,好快的比赛 [doge_金箍][doge_金箍]豹豹要上场了,https://t.bilibili.com/1178736233755443208
2026-03-11 14:46,VIDEO,杀戮尖塔2—新版战士第一课！3固有杂耍攻杀！一层无惧耸肩卡我攻哈了！,,https://t.bilibili.com/1178423787772706837
2026-03-10 20:28,VIDEO,杀戮尖塔2—静默猎手在塔2到底更新了什么！快速发现强势新卡！最可能是最强职业的一位！,,https://t.bilibili.com/1178140839665205254
2026-03-10 11:39,FORWARD,,[doge_金箍]还有大制作,https://t.bilibili.com/1178004659094159364
2026-03-09 18:39,VIDEO,杀戮尖塔2—第一次联机！注意事项竟然是ban猎人？,,https://t.bilibili.com/1177741858644688913
2026-03-09 13:10,VIDEO,杀戮尖塔2—塔2比一代都改动了什么？塔学大凋零时代！保护精英竟真是对的！神の精准预言！,,https://t.bilibili.com/1177657080304107544
2026-03-08 17:37,FORWARD,,我怎么今天才看到[大笑][大笑],https://t.bilibili.com/1177354718900387874
2026-03-08 10:14,FORWARD,,全进阶录播已传[doge_金箍]晚点把漏的补上,https://t.bilibili.com/1177240524284756005
2026-03-08 09:48,POST,,播了21小时力竭下播了！勉强算是把进阶爬完了[灵魂出窍]接下来我将立刻睡猪，天选中奖的噶人们等我启动，可以先玩着等我晚点报销。[doge_金箍] 录播合集已上传，体验下来塔2的玩法花样真的很多！不过新视频也得等我启动了，点赞太快了谁来都一样[灵魂出窍][灵魂出窍],https://t.bilibili.com/1177233905752735760
2026-03-07 19:09,VIDEO,杀戮尖塔2—机器人在塔2到底更新了什么！快速发现强势新卡！攻哈启动！机宝真的不是区了！,,https://t.bilibili.com/1177007281827479588
2026-03-06 12:14,VIDEO,杀戮尖塔2—铁甲战士在塔2到底更新了什么！快速发现强势新卡！最版本红利的卡牌竟然是完美打击？？？,,https://t.bilibili.com/1176529221892177929
2026-03-06 06:08,VIDEO,杀戮尖塔2—全职业进阶开荒合集！,,https://t.bilibili.com/1176435024650567688
2026-03-05 20:06,FORWARD,,[doge_金箍]辛苦拉斐尔,https://t.bilibili.com/1176279929091784726
2026-03-03 12:00,VIDEO,杀戮尖塔—转经轮棱镜狗圈不跳牌！还必须换着职业拿！抓牌=赤石！会赢吗？,,https://t.bilibili.com/1175412362904076369
2026-02-28 12:43,VIDEO,杀戮尖塔—白夕Seal 26年3月尖塔1录播合集,,https://t.bilibili.com/1174310214122340359
2026-02-21 14:33,VIDEO,杀戮尖塔—尖塔2发布日期定档3月5日！机宝复活！官方联机模式！全新稀有度卡牌！还能在尖塔里玩扫雷！,,https://t.bilibili.com/1171740874530357271
2026-02-20 11:43,FORWARD,,新预告片 ！[星星眼][星星眼]故障机器人复活了 似乎还有官方联机模式,https://t.bilibili.com/1171326204036251654
2026-02-16 20:00,VIDEO,【杀戮尖塔】塔区春晚，你画我猜,,https://t.bilibili.com/1169969780331905171
2026-02-14 09:15,FORWARD,,好可爱捏[星星眼][星星眼],https://t.bilibili.com/1169061386141040647
2026-02-12 12:00,VIDEO,杀戮尖塔—白夕Seal 26年2.5月录播合集,,https://t.bilibili.com/1168361714501025845
2026-02-10 18:00,VIDEO,杀戮尖塔—尖塔到底有多少BUG？浅谈二代是否会保留塔1“特性”！,,https://t.bilibili.com/1167712375573315696
2026-02-01 12:00,VIDEO,杀戮尖塔—白夕Seal 26年2月录播合集,,https://t.bilibili.com/1164279777600733239
2026-02-01 11:00,VIDEO,杀戮尖塔—唯二输出卡双毒雾战弟勇！发育爆炸 残血当当当惊天翻盘！,,https://t.bilibili.com/1164264315693301761
2026-01-30 13:25,FORWARD,,本周末还有比赛哦[doge_金箍],https://t.bilibili.com/1163559588845322241
2026-01-27 12:00,VIDEO,杀戮尖塔—尖塔2最新改动！玩家：石！设计师：太强了，砍一半！,,https://t.bilibili.com/1162424356015439878
2026-01-26 12:00,VIDEO,杀戮尖塔—连胜也能如此基米吗？看看人能被狗圈逼成什么区样子！,,https://t.bilibili.com/1162053270821142550
2026-01-23 16:52,FORWARD,,[doge_金箍]鸡煲勇杯正赛环节圆满结束了 我说都给我去看最后一集,https://t.bilibili.com/1161015456395427849
2026-01-23 06:21,VIDEO,杀戮尖塔—鸡煲勇杯总决赛,,https://t.bilibili.com/1160852805968199684
2026-01-16 12:04,POST,,忘记发发新封面了[给心心]可爱捏[星星眼],https://t.bilibili.com/1158343428430364673
2026-01-14 17:00,VIDEO,月圆之夜—八年前玩的卡牌肉鸽，今天怎么样了？,,https://t.bilibili.com/1157677558127394873
2026-01-12 12:53,VIDEO,杀戮尖塔—鸡煲勇杯 赛事录播合集,,https://t.bilibili.com/1156871899605630999
2026-01-11 12:40,FORWARD,,比赛提前到今天晚上7点！[doge_金箍]记得关注一下哦,https://t.bilibili.com/1156497391334981655
2026-01-07 12:07,VIDEO,杀戮尖塔—尖塔2新角色月报放出！用老机制玩新花样！但能看出官方已经在努力做差异化！,,https://t.bilibili.com/1155004507976892421
2026-01-06 15:06,POST,,最近视频有点多！今天小鸽！[委屈][委屈]再次提醒大家可以关注一下上条动态o总举办的比赛，冠军奖金有1万新高！ 附昨天摔腿豹豹去医院看病美图[傲娇],https://t.bilibili.com/1154679550689411077
2026-01-03 11:55,POST,,尖塔鸡煲勇杯！堂堂开赛！ 在海报的最后有报名的QQ群，请各位注意以及留意，报名截止时间为1月5日晚上10点 第一届鸡煲勇杯，现在开始报名啦！尖塔2在今年3月就要出来了，希望大家积极参赛，为这一切画上一个完美的句号吧！ 这次的比赛由@白夕Seal ，@大白美菜子 @破碎的星光brkstar 来担任解说！欢迎大家积极报名参加这次的比赛！ 希望大家玩的开心，看的也开心！ 感谢主办方@oldenter ！老板大气！,https://t.bilibili.com/1153516988995207188
2026-01-02 11:16,VIDEO,杀戮尖塔—2026年1月白夕Seal录播合集,,https://t.bilibili.com/1153135892212219913
2025-12-27 13:41,VIDEO,杀戮尖塔—极度罕见一层金冠毒种机！绝境当当当35血战心脏！undo初显威！,,https://t.bilibili.com/1150946902019145749
2025-12-26 08:28,POST,,一时兴起了[星星眼][星星眼]只有玩过卡农斯的豹白才知道的含金量。超级特级豹炸级百万撤离！,https://t.bilibili.com/1150495058540101633
2025-12-25 09:44,POST,,圣诞快乐鸭噶人们[doge_金箍]再次感谢@秦晓月_姬恒 画的女鹅贺图！[星星眼]好高的完成度！漂亮捏！,https://t.bilibili.com/1150143506882232329
2025-12-23 09:58,POST,,感谢@秦晓月_姬恒 的豹豹表情包[doge_金箍] 还有明天要发的可爱女鹅圣诞贺图[给心心][给心心][给心心]感谢所有支持我的农珠这一块[星星眼]传神这一块[脱单doge],https://t.bilibili.com/1149404970112516119
2025-12-22 12:00,VIDEO,杀戮尖塔—2025白夕Seal12.6月录播合集,,https://t.bilibili.com/1149065259632295971
2025-12-19 16:56,POST,,不知不觉​又是尖塔公务员的一年[大笑][大笑] 今年是2w+豹白的年度挚爱，听说最高有12w分钟的真得出来露个脸， 我说感谢所有支持我的农珠，祝大家在新的一年也绝不认输你二龙吗？[给心心][给心心],https://t.bilibili.com/1148028351487672326
2025-12-15 19:26,FORWARD,,拉斐尔的明日方舟比赛[doge_金箍]玩舟可以看看,https://t.bilibili.com/1146582682681999360
2025-12-14 17:06,VIDEO,杀戮尖塔—塔2最新新卡锐评！官方终于放有效内容了！,,https://t.bilibili.com/1146175532661997575
2025-12-09 11:38,VIDEO,凛冬前线—取悦自己卡牌肉鸽录播合集,,https://t.bilibili.com/1144235508790984708
2025-12-03 12:00,VIDEO,杀戮尖塔—2025白夕Seal12月录播合集,,https://t.bilibili.com/1142014740108673047
2025-12-01 06:22,VIDEO,杀戮尖塔—东南大学校内赛 绿耄杯 战士猎手决赛,,https://t.bilibili.com/1141185386269114372
2025-11-28 18:00,VIDEO,凛冬前线—卡牌肉鸽新秀正式版发布！愿望单上挂了半年终于等到了！,,https://t.bilibili.com/1140252192955957296
2025-11-26 12:00,VIDEO,杀戮尖塔—2025白夕Seal11.8月录播合集,,https://t.bilibili.com/1139417045119533104
2025-11-25 17:00,VIDEO,爱音也能看懂的《卡厄思梦境》新手向入坑教学,,https://t.bilibili.com/1139123286549987366
2025-11-24 10:57,POST,,@秦晓月_姬恒 画的女鹅[doge_金箍] 一股碧蓝味[大笑] 感觉xbx都是搞艺术的高手[打call][打call],https://t.bilibili.com/1138658820186177542
2025-11-19 16:43,POST,,感穿冒烂了[冷]嗓子痛，今天小鸽[委屈] 最近降温，小心感冒入烂[生病],https://t.bilibili.com/1136892502000795648
2025-11-14 10:00,VIDEO,卡厄斯梦境—二次元爬塔手游录播合集！,,https://t.bilibili.com/1134933099296063491
2025-11-11 19:19,VIDEO,杀戮尖塔—点评二代战士猎手新卡！设计疑似过于保守！,,https://t.bilibili.com/1133963944191328263
2025-11-06 15:53,VIDEO,杀戮尖塔—突破历史！7小时蠕动毒种猎！,,https://t.bilibili.com/1132055522722185219
2025-11-04 10:42,VIDEO,白夕seal连线指导白日梦尖塔全过程梳理,,https://t.bilibili.com/1131233096600911873
2025-11-03 12:00,VIDEO,杀戮尖塔—2025白夕Seal11月录播合集,,https://t.bilibili.com/1130882133335736328
2025-11-01 18:37,VIDEO,杀戮尖塔—塔2美少女新职业卡牌详解！机制丰富！但既视感有点强！,,https://t.bilibili.com/1130242320706306073
2025-10-30 00:00,POST,,好图我发[大笑],https://t.bilibili.com/1129212366032994324
2025-10-27 09:55,FORWARD,,省流：加纳,https://t.bilibili.com/1128252462336049155
